user,date,hashtags,full_text,favorite_count,topic
mkurther,Thu Jun 03 07:42:00 +0000 2021,[],"RT @BBCAfrica: Kamuyat worked on Kampala road, delivering food to businesses in the neighbourhood. 
Just before 2pm, she went to take lunch…",0,business
PunterPlanet,Thu Jun 03 07:41:59 +0000 2021,[],RT @PunterPlanet: Visit @BlissOnCrown's profile on PP. Discreet erotic massage parlour with a boutique vibe https://t.co/OQ1lXf0X8w https:/…,0,culture
niffyblizz,Thu Jun 03 07:41:55 +0000 2021,[],"RT @thatgirlell_: Where are the people advertising their businesses!? GOOGLE MERCY EKE TODAY  
     MERCENARIES BUSINESS  
      #BrandsFor…",0,business
dreamydare,Thu Jun 03 07:41:55 +0000 2021,[],Once again asking for some cool Darren related merch/businesses you guys have or know about! I know we have some super talented fans in the fandom so let me know of anyone!,0,business
GlasgowConnect,Thu Jun 03 07:41:55 +0000 2021,"['advertising', 'free', 'DottyDirectory', 'business']",Offering UK payroll calculations to a range of UK businesses - Payroll Bureau Services Limited - Luton @PBServicesUK is #advertising #free on #DottyDirectory. Click on the link to see more and get free advertising and promotion for your #business  … https://t.co/BKdkUpHsT8,0,business
SunderlandCnctn,Thu Jun 03 07:41:55 +0000 2021,"['advertising', 'free', 'DottyDirectory', 'business']",Offering UK payroll calculations to a range of UK businesses - Payroll Bureau Services Limited - Luton @PBServicesUK is #advertising #free on #DottyDirectory. Click on the link to see more and get free advertising and promotion for your #business  https://t.co/GOC3HMZLHk,0,business
PunterPlanet,Thu Jun 03 07:41:54 +0000 2021,[],RT @PunterPlanet: Visit @Bodyrotic's profile on Punter Planet. Sydney's premier erotic massage venue. https://t.co/fTh3KXSYLR https://t.co/…,0,culture
niwnews,Thu Jun 03 07:41:53 +0000 2021,[],"@AtMourne whether any calls are made from the line or not. The charges ensure the service is available any time it is needed. I do understand your point &amp; the issues faced by many businesses during the pandemic. Please DM me, and I can maybe help with an extended payment plan Rgds, Michael",0,business
BelovedLadyLove,Thu Jun 03 07:41:49 +0000 2021,[],RT @TimeOutMel: Here's how to support Melbourne businesses while at home this weekend 💛 https://t.co/fR2Ocr5R42,0,business
beccyqi,Thu Jun 03 07:41:49 +0000 2021,[],"RT @nahashon87: The Government of Kenya wants to kill the following businesses.

1. Selling of mitumba 
2. Private insurance
3. Blogging
4.…",0,business
thecreatorAC,Thu Jun 03 07:41:47 +0000 2021,[],RT @UpholdInc: It's new token time! Please welcome @enjin to Uphold! 🙌  ENJ is an Ethereum-based crypto used to back the value of next-gen…,0,politics
Micheal04450366,Thu Jun 03 07:41:46 +0000 2021,[],"RT @ScottPresler: Fauci lied &amp; businesses and Americans died. 

He should be immediately fired &amp; we must have a full Congressional investig…",0,business
gerster_kaylene,Thu Jun 03 07:41:45 +0000 2021,[],RT @georgiecrozier: More mistakes with identifying correct sites. Now reports Vic Govt Services QR App identifying wrong businesses &amp; facil…,0,business
Bob_Thompson,Thu Jun 03 07:41:43 +0000 2021,[],Augmented Reality in Businesses: Why do you Need it and How to Implement it? by @varun_bhagat1 https://t.co/VPem1Fzc4Q via @CustomerThink,0,business
PunterPlanet,Thu Jun 03 07:41:39 +0000 2021,['Sydney'],RT @PunterPlanet: Visit Dream Girl 130's profile on PP. More than 100 sexy dream girls a week. #Sydney https://t.co/6EnNaxSvIG https://t.co…,0,culture
NSIKAK_ABASIxnx,Thu Jun 03 07:41:39 +0000 2021,[],RT @EditiEffiong: What our dear friend doesn’t mention is that Shoprite is leaving on account of the failed economic policies of the govern…,0,business
DrJonnyO,Thu Jun 03 07:41:37 +0000 2021,[],RT @Redeyes1878: @DavidGHFrost @FoylePort Unfortunately those businesses are subject to EU laws abided over by EU courts. And all the while…,0,business
ImAllNews,Thu Jun 03 07:41:37 +0000 2021,[],"sunriseon7: ""We are welcoming that support from state government and are pleased to hear that the federal government is looking at support going forward""

@LordMayorMelb Sally Capp fears businesses won't survive lockdown unless they're provided with fina… https://t.co/rXtmT1cZmx",0,business
JanetPovey2,Thu Jun 03 07:41:35 +0000 2021,[],"RT @CliveWismayer: In Brexit Britain, how do businesses make more money? By refining &amp; improving processes or developing &amp; marketing new pr…",0,business
girl_lockdown,Thu Jun 03 07:41:34 +0000 2021,[],"RT @SharnelleVella: The Business Victoria website has received 10,000 hits a minute after the grants went live around 4:30pm
The program wi…",0,business
breezaliscious,Thu Jun 03 07:41:31 +0000 2021,[],"RT @thatgirlell_: Where are the people advertising their businesses!? GOOGLE MERCY EKE TODAY  
     MERCENARIES BUSINESS  
      #BrandsFor…",0,business
Kaluza_tech,Thu Jun 03 07:41:30 +0000 2021,"['energy', 'sustainable', 'netzero']","@UtilityWeek's most recent Insight Report, featuring @Kaluza_tech's Head of Policy &amp; Strategy Marzia Zafar is now live! 
Download the report for the full findings on how #energy suppliers can build #sustainable, profitable businesses in an era of #netzero.
https://t.co/q4TuB1iNlJ",0,business
NickTrebla,Thu Jun 03 07:41:29 +0000 2021,['AfternoonBriefing'],"RT @lel0601: I just heard Bridget McKenzie say, nastily, on #AfternoonBriefing “the Victorian Contact Tracers couldn’t trace a Zebra crossi…",0,politics
IpswichConnect,Thu Jun 03 07:41:27 +0000 2021,"['advertising', 'free', 'DottyDirectory', 'business']",Offering UK payroll calculations to a range of UK businesses - Payroll Bureau Services Limited - Luton @PBServicesUK is #advertising #free on #DottyDirectory. Click on the link to see more and get free advertising and promotion for your #business  … https://t.co/S3KayP8xY4,0,business
haversham_miss,Thu Jun 03 07:41:27 +0000 2021,[],RT @ContractorCalc: @JuliaKermode @RECmembers @RECNeil @yorkshirepost @gregwrightYP @IWORKcouk The unregulated umbrella market is now a fre…,0,politics
ustawi_kenya,Thu Jun 03 07:41:26 +0000 2021,['Ustawiinitiative'],"Utilizing on technology and capitalizing on convenience , Businesses adopting to Covid-19 @KTNNewsKE #Ustawiinitiative https://t.co/MXnh9SqCl8",0,business
RosWillmett,Thu Jun 03 07:41:25 +0000 2021,[],"RT @luvmygoose: $280 Million Jobkeeper paid to profitable businesses but none to Victorians in current lockdown, says it all. #MorrisonLock…",0,business
LondonCroft,Thu Jun 03 07:41:23 +0000 2021,[],"@BBCWorld Some people are let into a public building in which they walked around - classed as a riot.

6+ months of actual riots in which lives were destroyed, buildings and businesses were burned to the ground - yet these were ""fiery but mostly peaceful protests"".

Hmm...",0,business
bigenderloser,Thu Jun 03 07:41:22 +0000 2021,[],RT @chairmoss1: hi! heres a thread of native/indigenous owned businesses!,0,business
LuluiLiCoffey,Thu Jun 03 07:41:22 +0000 2021,"['selling', 'bulk', 'data', 'Doctors', 'businesses', 'categoires', 'Endodontists', 'Eyewear', 'Handyman', 'Veterinarians', 'Nutritionists', 'Physical']",RT https://t.co/7b6wwjYHuO CursorTek is #selling #bulk #data of #Doctors and 3k plus other #businesses #categoires Like: #Endodontists #Eyewear #Handyman #Veterinarians #Nutritionists #Physical… https://t.co/SuiYafrx1b,0,business
OxfordConnec,Thu Jun 03 07:41:19 +0000 2021,"['advertising', 'free', 'DottyDirectory', 'business']",Offering UK payroll calculations to a range of UK businesses - Payroll Bureau Services Limited - Luton @PBServicesUK is #advertising #free on #DottyDirectory. Click on the link to see more and get free advertising and promotion for your #business  https://t.co/K5tdLwtBPq,0,business
Jhustmeeee,Thu Jun 03 07:41:16 +0000 2021,[],"RT @thatgirlell_: Where are the people advertising their businesses!? GOOGLE MERCY EKE TODAY  
     MERCENARIES BUSINESS  
      #BrandsFor…",0,business
rjennifercx,Thu Jun 03 07:41:16 +0000 2021,['whataboutweddings'],"Now is the time to actually listen to the thousands of couples and businesses that have been speaking up loud and clear for too long now, don't let June 21st date get brushed under the carpet. DO the right thing, and do it NOW. #whataboutweddings",0,business
lukuenzy,Thu Jun 03 07:41:13 +0000 2021,[],"@gimbakakanda it is a mistake and ignorant to think the North are not intelligent. I know Many multibillion businesses own and manage successfully by northerners but u won't know because the name sound foreign. Do u know the owner of Urban shelter, Brain&amp;Hammer are northerners",0,business
NdlovuKadzi,Thu Jun 03 07:41:12 +0000 2021,[],"RT @TechNation: ""The number of UK AI businesses has grown dramatically since 2011, a new report from Tech Nation has found""

@RhiannonJudit…",0,business
SconeOf,Thu Jun 03 07:41:11 +0000 2021,[],@cloudy_mrs People get burned out at different ages. Some people running businesses do vastly more hours than the average too so are worn out much younger. If your working a 60 hour week you’ll be worn out younger than someone working a 40 hour.,0,business
Msfletcherush,Thu Jun 03 07:41:10 +0000 2021,[],"RT @RichardGrenell: Fauci lied.
Businesses died.",0,business
Sarbjit56646139,Thu Jun 03 07:41:08 +0000 2021,['COVID'],"RT @RadioChinar: DC Budgam has issued orders for all businesses to be #COVID-19 compliant by vaccinating Shopkeepers, Salesmen, Staff, Stre…",0,business
Sommerlyst_04,Thu Jun 03 07:41:08 +0000 2021,[],"RT @ANI: We reiterate that we've already responded to GoI &amp; assured them that users' privacy remains our priority. As a reminder, recent up…",0,culture
jkardish,Thu Jun 03 07:41:08 +0000 2021,[],"RT @RichardGrenell: Fauci lied.
Businesses died.",0,business
skye_aster,Thu Jun 03 07:41:07 +0000 2021,[],@SharnelleVella @7NewsMelbourne It's great that its only applicable to businesses that have a turnover of $75k or more - sole traders under this limit have enough money anyway.,0,business
PunterPlanet,Thu Jun 03 07:41:07 +0000 2021,['Brisbane'],RT @PunterPlanet: Visit Rose Castle's profile on PP. The Hottest 24/7 Brothel in Coopers Plains #Brisbane's Southside https://t.co/7J2YhxlO…,0,culture
GautamGhosh,Thu Jun 03 07:41:06 +0000 2021,['HR'],"How technology is bridging the gap between #HR and marketing

Differences between employees and consumers are shrinking so businesses should consider hiring their best customers, says @drtcp in this 2014 article :) 
 https://t.co/ihUyGllb0z",0,tech
BuatokaEvans,Thu Jun 03 07:41:05 +0000 2021,[],RT @nfpyouth: A motion by @tikoduaduamp  to use support aid to support the unemployed and affected small and medium businesses was defeated…,0,business
KhamaZoro,Thu Jun 03 07:41:04 +0000 2021,[],RT @WaliK100: Transparency act 2021: new law must be enacted in 🇸🇴 that requires ALL Presidential aspirants to disclose foreign assets- hom…,0,tech
Dorry11262569,Thu Jun 03 07:41:04 +0000 2021,[],"RT @luvmygoose: $280 Million Jobkeeper paid to profitable businesses but none to Victorians in current lockdown, says it all. #MorrisonLock…",0,business
PunterPlanet,Thu Jun 03 07:41:04 +0000 2021,['Melbourne'],RT @PunterPlanet: Visit @theclub741's profile on Punter Planet. The Best in #Melbourne's West! https://t.co/TBoXCsYp1s https://t.co/XkKDTN3…,0,culture
dcger222,Thu Jun 03 07:41:03 +0000 2021,[],"RT @unlit_uplands: Forget £350 million a week. Here’s Johnson in 2016, promising an extra  £600 million pounds a week for British businesse…",0,politics
AntonSpisak,Thu Jun 03 07:41:02 +0000 2021,[],RT @InstituteGC: Join @AntonSpisak this Friday from 2pm to debate Britain’s post Brexit regulatory model and how changes could impact busin…,0,tech
dfhappy,Thu Jun 03 07:41:02 +0000 2021,[],"RT @ScottPresler: Fauci lied &amp; businesses and Americans died. 

He should be immediately fired &amp; we must have a full Congressional investig…",0,business
ChrisBonenfant,Thu Jun 03 07:41:01 +0000 2021,"['cloud', 'database']","As businesses surge into the data-powered digital economy, @Oracle has enhanced its MySQL #cloud #database service with a souped-up in-memory query accelerator called HeatWave. Learn more about it via @bobevansit: https://t.co/nFRcYoOj8K",0,business
D_Selai,Thu Jun 03 07:40:59 +0000 2021,[],"There's something called load reduction by @Eskom_SA , I have never seen any sorts of any objectives and targets around it. We don't know what it's purpose is, it's absolutely devastating to small businesses, but I take it no one cares @DDMabuza @CyrilRamaphosa https://t.co/ELw8jwuMAy",0,business
SalmanAhmadBB,Thu Jun 03 07:40:57 +0000 2021,[],"RT @ANI: We reiterate that we've already responded to GoI &amp; assured them that users' privacy remains our priority. As a reminder, recent up…",0,culture
BehaniPragati,Thu Jun 03 07:40:56 +0000 2021,[],"RT @ANI: We reiterate that we've already responded to GoI &amp; assured them that users' privacy remains our priority. As a reminder, recent up…",0,culture
joanwri16980637,Thu Jun 03 07:40:56 +0000 2021,[],RT @KEdge23: I support cutting the foreign aid budget from 0.7% to 0.5%. At a time when we have had to borrow hundreds of billions to keep…,0,business
PaulStonehous15,Thu Jun 03 07:40:56 +0000 2021,[],"RT @BenHouchen: They said it couldn’t be done. Well they were wrong!Teesside Airport is back, bigger brighter and better than ever before!…",0,politics
AndrewS10839139,Thu Jun 03 07:40:54 +0000 2021,[],"RT @jonburkeUK: Lancaster, California, spent $11.5m creating a pedestrian-friendly downtown. In just four years, it attracted $130m private…",0,politics
LDN_pressoffice,Thu Jun 03 07:40:48 +0000 2021,[],"Hospitality businesses are facing acute staff shortages. Today @mayorofLondon is announcing plans to train up more Londoners to have successful careers in the industry, while urging ministers to review changes to visa rules that make recruitment harder. https://t.co/a3Kk9bOIWR https://t.co/8UKjvyttQD",0,business
PunterPlanet,Thu Jun 03 07:40:48 +0000 2021,['Sydney'],RT @PunterPlanet: Visit @MatureDarlings' profile on Punter Planet. #Sydney's Sexiest Mature Age Establishment Located in Harris Park. Matur…,0,culture
anthonymcg,Thu Jun 03 07:40:45 +0000 2021,[],"RT @jonburkeUK: Lancaster, California, spent $11.5m creating a pedestrian-friendly downtown. In just four years, it attracted $130m private…",0,politics
jewl62,Thu Jun 03 07:40:44 +0000 2021,[],"RT @ScottPresler: Fauci lied &amp; businesses and Americans died. 

He should be immediately fired &amp; we must have a full Congressional investig…",0,business
htutkai,Thu Jun 03 07:40:44 +0000 2021,[],"RT @cvdom2021: While Central Bank has limited cash withdrawal of individual and businesses, it allows the military and military-linked comp…",0,business
MuditSgh,Thu Jun 03 07:40:40 +0000 2021,[],"RT @ANI: We reiterate that we've already responded to GoI &amp; assured them that users' privacy remains our priority. As a reminder, recent up…",0,culture
CSJJ2116,Thu Jun 03 07:40:40 +0000 2021,[],"RT @Suewilson91: Labour shortages in hospitality &amp; haulage, factories &amp; farming. https://t.co/S1smnAQrVi via @PGMcNamara",0,culture
G8Maq,Thu Jun 03 07:40:38 +0000 2021,[],"RT @mamoonha: https://t.co/NAiueqBJFw

We are excited to partner with @ismail_akhtar and Babar to build what we hope is an incredible busin…",0,politics
FionaRoseT,Thu Jun 03 07:40:37 +0000 2021,[],@MiRandB13 I honestly thought this time would be different 😪 ...I’m just as affected as the rest of the eligible businesses.,1,business
