user,date,hashtags,full_text,favorite_count,label,char_count,word_count,word_density,punctuation_count,title_word_count,upper_case_word_count,noun_count,verb_count,adj_count,adv_count,pron_count
taxfeeq,Tue May 25 14:07:28 +0000 2021,[],"Can’t believe y’all are propping Lebanon for your deranged Islamaphobic shit. By law, the Lebanese president compulsorily has to be Christian, prime minister Sunni Muslim, while leader of parliament Shia Muslim. You guys don’t know what cohesion, political inclusion looks like. https://t.co/8oy2B4Rmtu",0,politics,302,42,7.023255813953488,12,10,0,19,9,7,1,3
Official108rht,Tue May 25 14:07:28 +0000 2021,[],"RT @sona7777: 4 times elected Chief Minister
2 times elected Prime Minister
25+ years political career

Still not even a single Corruption…",0,politics,139,22,6.043478260869565,3,6,1,12,2,2,3,0
thsuburbanmommy,Tue May 25 14:07:28 +0000 2021,[],RT @jeffreyatucker: The CDC’s directives on masking kids is a paradigmatic example of cruelty wrought upon the most vulnerable by virtue of…,0,politics,140,22,6.086956521739131,2,1,1,12,3,2,1,0
94Mark19,Tue May 25 14:07:27 +0000 2021,"['HumanRights', 'HRDs']","RT @ADHRB: @ADHRB welcomes MEP Estaràs’ inquiry and thanks her for her efforts and commitment to the defense of #HumanRights, #HRDs and pol…",0,politics,140,23,5.833333333333333,6,1,4,16,1,0,0,2
NadaAbd96012896,Tue May 25 14:07:27 +0000 2021,[],"@Lilia65772263 @HaticegulGunec @UN @UNFPA Zionism is a political movement that has created a state that they do not have the right to want if they believe in the true Jewish religion, and because of the persecution that was done to Jews, so he set up a state to persecute others.",0,politics,279,50,5.470588235294118,7,4,2,17,11,3,1,3
WillSavino,Tue May 25 14:07:27 +0000 2021,[],"The game isn't groundbreaking and there are definitely some problematic political opinions espoused, but the core of the experience *beyond* the gunplay is really stellar. It's weird that modern critics often treat it like some sort of failure of vision. 7/7",0,politics,258,41,6.142857142857143,8,1,0,9,8,5,4,2
akiralex,Tue May 25 14:07:26 +0000 2021,[],"@celticsdiesel @ChazMontana3 Riiiight….. so the guy has the freedom to express his disdain for the Biden shirt, but Charlie shouldn’t have the  freedom to express his political views by wearing the shirt? https://t.co/cQUV1Ab604",0,politics,228,33,6.705882352941177,11,3,0,17,6,2,0,2
PB3Ballard,Tue May 25 14:07:26 +0000 2021,[],RT @davidwblight1: Professional historians need to join arms with secondary and primary school teachers in defense of history. We are all c…,0,politics,140,22,6.086956521739131,3,2,1,10,3,3,0,1
notrayallen,Tue May 25 14:07:26 +0000 2021,[],"RT @aarjanistan: One of the greatest tricks ever pulled was convincing people that Israel/Palestine, much like India/Pakistan, is about an…",0,politics,139,20,6.619047619047619,6,3,1,8,4,1,2,0
BlackCreek8,Tue May 25 14:07:25 +0000 2021,[],"@adamugarba You cant just ""BAN"" alcohol without incentives or framework for alternative boozing, like weed or industrial grade loud.

This is far too shortsighted.

It can give political succor, but in actual sense, it is not a solution at all.",0,politics,244,40,5.951219512195122,9,3,1,12,4,6,4,3
BpurOrg,Tue May 25 14:07:25 +0000 2021,[],Great meeting @SalamSarhan  @STRUANSTEVENSON Molly McAdams @Matteo_Angioli to discuss the progress of our mission to enact an ‘International Treaty to Ban the Political Use of Religion’. https://t.co/Pbcvaaedaf https://t.co/JvhnuE0q1V,0,politics,234,28,8.068965517241379,15,9,1,21,3,2,0,1
bigot_mr,Tue May 25 14:07:25 +0000 2021,[],"@M_Occomore @BBCPolitics @JonAshworth There not imposed restrictions, just asking people to use COMMON SENSE, which Labour would do the same instead of creating a political game &amp; causing the confusion.",0,politics,206,30,6.645161290322581,9,3,2,14,6,2,3,0
Realmehran95,Tue May 25 14:07:25 +0000 2021,[],"RT @Reuters: Military officers in Mali detained the interim president, prime minister and defense minister, deepening political chaos just…",0,politics,139,19,6.95,4,3,1,10,3,4,0,0
hackett_roisin,Tue May 25 14:07:24 +0000 2021,[],"RT @Kevin_Maguire: Enjoying the political gymnastics of cheerleaders who hailed Dominic Cummings as an inspiring genius(Brexit, 2019 electi…",0,politics,140,18,7.368421052631579,5,4,1,11,2,1,0,1
susann_risse,Tue May 25 14:07:24 +0000 2021,[],"RT @sarahkendzior: A failed coup is a dress rehearsal.

A political party that stages a coup and blocks investigation ultimately wants that…",0,politics,140,22,6.086956521739131,3,2,3,11,3,2,1,0
Roberta54935398,Tue May 25 14:07:24 +0000 2021,[],"@socialist_vet_ @realchrisrufo @GovAbbott So you know crap about slavery yet holler you're anti racist and speak on slavery? Let me give you a crash course... IRISH SLAVES who were political prisoners were sold to the Americas by British who conquered them, they were then forced to breed with black slaves to make light",0,politics,320,53,5.925925925925926,11,4,2,19,13,5,2,8
WrongPredictor,Tue May 25 14:07:23 +0000 2021,[],"@AstorAaron @HeathMayo You're underestimating the delusions of the Trump voters, the majority of them literally live in an alternate political reality.",0,politics,151,21,6.863636363636363,5,1,0,8,3,3,1,2
Anamika32971298,Tue May 25 14:07:23 +0000 2021,[],"@PTI_News @priyankagandhi What did Congress do to save lives in Delhi ? What did you as a social and political figure, or as a Gandhi, do to make our health infrastructure and people deal with the 2nd wave ? Many of us hoarded medicines and oxygen fully knowing the consequences...",0,politics,281,50,5.509803921568627,10,6,0,14,10,4,1,5
panoramic_view,Tue May 25 14:07:22 +0000 2021,[],I'm shocked it's a misdemeanor to begin with! I mean seriously!  Children have been pushed aside and used for decades only to empower the political elite! It needs stop! The ramifications of locking down children during a pandemic will be felt for decades!! https://t.co/20lhfyEQ3g,0,politics,281,44,6.2444444444444445,13,4,1,11,13,2,3,4
thalavicks07,Tue May 25 14:07:22 +0000 2021,[],"RT @NoufalBabuJohn: Yes ! If Its Taken To Next Step , I Will Submit Everything To The Legal Proceedings ! I Have Everything To Be Proven Fo…",0,politics,140,27,5.0,5,22,3,11,4,0,0,3
bzh_singapore,Tue May 25 14:07:22 +0000 2021,[],"RT @nytimes: More than 30 poets have been imprisoned, and at least four have been killed, since the army seized control in Myanmar.

Politi…",0,politics,140,24,5.6,5,3,1,8,7,2,0,0
ermaheshmvr,Tue May 25 14:07:22 +0000 2021,[],"RT @amarprasadreddy: PM @narendramodi Ji is the longest serving non-congress PM of India. 

Won the citizens vote of trust twice putting an…",0,politics,140,22,6.086956521739131,5,3,3,12,3,3,1,0
ladiesbane,Tue May 25 14:07:21 +0000 2021,[],RT @davidwblight1: Professional historians need to join arms with secondary and primary school teachers in defense of history. We are all c…,0,politics,140,22,6.086956521739131,3,2,1,10,3,3,0,1
gleaftus,Tue May 25 14:07:21 +0000 2021,[],"RT @AlexandraChalup: Paul Manafort, an American traitor  who helped Putin steal power and build a global mafia political empire, while fuel…",0,politics,140,21,6.363636363636363,4,4,1,11,2,4,0,1
eyesopenforever,Tue May 25 14:07:21 +0000 2021,[],"RT @jennycohn1: Once upon a time in a country called America, a power-hungry political party called the GOP enjoyed about fifteen years of…",0,politics,139,23,5.791666666666667,4,2,2,9,4,3,1,0
EakamnoorSandhu,Tue May 25 14:07:20 +0000 2021,[],"RT @MrChahalPB31: LIE'NDRA MODI
Fought crocodile
Sold tea at Railway station 
Stayed in Jungle 
Did Yoga at Himalaya - Used Digital camera…",0,politics,139,22,6.043478260869565,4,10,3,18,1,0,0,0
nahashon87,Tue May 25 14:07:20 +0000 2021,[],"History will not be kind to the President or his father. The son had a chance to redeem the Kenyattas from their years of political &amp; economic sin. Sadly, the fruit did not fall far from the tree. When our historians are free to write, Kenyatta chapters will be written in blood.",0,politics,283,52,5.339622641509434,8,7,0,16,9,3,5,3
think19841,Tue May 25 14:07:20 +0000 2021,[],"@CNN @CNNOpinion Regarding minneapolis, I still have not read any ""prima facie"" evidence of a racial crime.

Only ""mob rule"" + msm who hijacked the event for their own political agenda

once again, their movement has been built on a hoax...and msm loves it due to increased clicks / ratings / $",0,politics,294,52,5.547169811320755,16,3,2,16,11,7,5,5
esoterjc,Tue May 25 14:07:19 +0000 2021,[],"RT @JFGariepy: Similarities:

Label is visible to others✅
Relates to a fundamental liberty✅
Label function is social oppression✅
Allows the…",0,politics,140,20,6.666666666666667,3,5,1,12,3,3,0,0
masdemian,Tue May 25 14:07:19 +0000 2021,[],RT @BenardCankara1: @masdemian @Parliament_Ug @masdemian it didn't slip away. The NRM would eventually come together. Our opposition team a…,0,politics,140,19,7.0,9,3,2,11,4,1,4,2
y157u2019,Tue May 25 14:07:19 +0000 2021,[],"RT @AliFabbas26: Today 
25th of may 
all the Iraqi people will peacefully demonstrate against the corrupted political system of Iraq demand…",0,politics,140,21,6.363636363636363,2,3,1,9,2,2,1,0
77jay_,Tue May 25 14:07:19 +0000 2021,[],"RT @CoinDesk: China's digital currency could give it more leverage over international firms, warns @SignCurve. ""Might it be easier to cut o…",0,politics,140,22,6.086956521739131,7,1,1,10,5,4,0,2
Kitkat64582131,Tue May 25 14:07:18 +0000 2021,[],"RT @JohnJHarwood: in 2012, when most pundits saw just ""dysfunction"" or ""gridlock,"" political scientists Tom Mann and Norm Ornstein offered…",0,politics,139,20,6.619047619047619,8,4,1,12,1,2,2,0
GreysonW98,Tue May 25 14:07:18 +0000 2021,[],@ForeignBot9000 @MiddleEastEye They do have a political agenda,0,politics,62,8,6.888888888888889,2,1,0,4,2,2,0,1
Soeyuhlaing2,Tue May 25 14:07:18 +0000 2021,[],"RT @nslwin: KO SOE MOE HLAING, former ABSDF member, former political prisoner &amp; founder of education network, was abducted from his home in…",0,politics,144,23,6.0,7,0,6,16,2,3,0,1
Saifullahk12,Tue May 25 14:07:17 +0000 2021,[],"RT @thewire_in: Military officers in Mali detained the president, prime minister and defence minister of the interim government on Monday,…",0,politics,139,20,6.619047619047619,5,3,1,12,1,3,0,0
anandnshetty,Tue May 25 14:07:17 +0000 2021,[],"RT @Kaalateetham: Political tweet :

The white lords of twitter are doing everything in their hands to bring down a brown chief.

It happen…",0,politics,140,24,5.6,4,4,1,9,4,3,0,2
NekroMoth,Tue May 25 14:07:16 +0000 2021,[],"@TheLatteDog @R_g_n_ld @y0rrick @ReviewsRaptor @FloofieBoi @SammyRainbowCat No, I don't mind having political messages in games at all. It's just the games that I like them in, use them in a way that makes sense in the world the game is trying to build, instead of shoving them in without care or regard to the game itself.",0,politics,323,56,5.666666666666667,16,3,2,22,11,2,3,7
ManiacalToast,Tue May 25 14:07:16 +0000 2021,[],RT @nikostratis: Please do not use Elliot Page as an example of the virtues of the Canadian trans healthcare system based on one topless pi…,0,politics,140,25,5.384615384615385,2,4,1,12,4,1,1,0
Mufassir_MYL,Tue May 25 14:07:16 +0000 2021,[],RT @JasimMughal9: The only political party in Pakistan which is not concerned with the seat and power but with the future of our Youth and…,0,politics,139,25,5.346153846153846,2,3,1,10,2,2,1,1
shariharan76,Tue May 25 14:07:15 +0000 2021,[],"RT @sona7777: 4 times elected Chief Minister
2 times elected Prime Minister
25+ years political career

Still not even a single Corruption…",0,politics,139,22,6.043478260869565,3,6,1,12,2,2,3,0
BSoneji8,Tue May 25 14:07:15 +0000 2021,[],"RT @sima_kotecha: An observation, and a pretty obvious one at that - two mainstream political parties accused of discrimination in recent t…",0,politics,140,22,6.086956521739131,5,1,1,7,1,4,1,0
zoyabot,Tue May 25 14:07:15 +0000 2021,[],"So much for propriety. Thanks to Zoya’s late-night visits to make sure the king was safely restrained in his chambers, the gossip was already thick that their relationship was more than political. Kings took mistresses, and worse things had been rumored about leaders before.",0,politics,275,44,6.111111111111111,6,3,0,13,10,7,3,2
KaymakAlexander,Tue May 25 14:07:15 +0000 2021,[],"@Rob_Kimbell That effectively means- refuse to vote until the entire political &amp; economic system is overhauled to provide maximum, no ifs-or-buts transparency &amp; accountability. We’re like a bunch of idiots that keep walking into the same door. Either we make huge changes, or nothing changes.",0,politics,300,45,6.521739130434782,14,3,0,16,9,6,1,2
imtiazwanhar,Tue May 25 14:07:15 +0000 2021,[],RT @aysha_ambr: Pakistan Awami Tehreek is the only political party in Pakistan which has kept its ideological struggle against the system i…,0,politics,140,22,6.086956521739131,3,4,1,11,3,3,0,1
gmalau32,Tue May 25 14:07:15 +0000 2021,[],@TeaLira12 @Eskom_SA They are using Loadshedding as a political took against Zuma. They must be stopped now,0,politics,107,17,5.944444444444445,4,4,0,5,5,2,1,2
brooketorious,Tue May 25 14:07:14 +0000 2021,[],"@AsGoesWisconsin I love all your political stuff, but please some day do a TikTok on how you get your curls so perfect.",0,politics,119,22,5.173913043478261,3,1,1,5,4,3,2,4
BruceAl97473014,Tue May 25 14:07:13 +0000 2021,[],"RT @GCSnipe: @sammajammaz This is so horrible.  

Briahna is  lecturing a worldwide hero who spent time in military prison as a political p…",0,politics,140,23,5.833333333333333,4,2,1,11,4,3,1,1
JoeDoe22125021,Tue May 25 14:07:13 +0000 2021,[],"@seffikogen @jaketapper @Newsweek @TheLeadCNN @hilaryr Zionism is a political ideology not an ethnicity. Thus, hating Zionism is not anti-Semitism.",0,politics,147,19,7.35,9,4,0,14,3,2,3,0
zubair83118844,Tue May 25 14:07:13 +0000 2021,[],@MediaCellPPP @AhmedMasoodHyd2 It will happen the day Bhutto finally dies and common man of Pakistan and the pseudo political leaders are treated at level playing field.,0,politics,169,26,6.2592592592592595,3,3,0,9,5,5,1,1
UNDPPA,Tue May 25 14:07:12 +0000 2021,['POCWEEK2021'],"“The surest way to keep civilians from harm is to achieve political solutions to prevent or resolve conflict”, said USG @DicarloRosmary at today’s #POCWEEK2021 side event on how our Special Political Missions contribute to the protection of civilians: https://t.co/KvGpdMmn7i",0,politics,275,39,6.875,9,4,2,18,7,5,2,1
CPEC_Official,Tue May 25 14:07:12 +0000 2021,"['CPEC', 'BRI']","PM Khan accepts invitation to attend virtual ceremony of CPC and World Political Parties Summit in July
#CPEC #BRI
@zlj517 @CathayPak @WangXianfeng8 @AsimSBajwa @PakAmbChina @zhang_heqing  @AmbNong https://t.co/I8JKKyV2mz",0,politics,221,27,7.892857142857143,15,6,4,27,3,1,0,0
nerds_feather,Tue May 25 14:07:12 +0000 2021,[],"RT @PrinceJvstin: Review: We Are Satellites
This amazing near-future novel weaves a delicate thread through the messy places where our pers…",0,politics,140,21,6.363636363636363,4,5,1,9,4,2,1,2
UdeOR1,Tue May 25 14:07:12 +0000 2021,[],RT @funshographix: I don't believe in political correctness. Especially losing your land as hausas lost theirs to fulani. A leader isn't so…,0,politics,140,22,6.086956521739131,6,3,3,8,6,2,3,2
davidmadden,Tue May 25 14:07:11 +0000 2021,[],Political tech continuing to boom https://t.co/vH4Fbsxrkr,0,politics,57,6,8.142857142857142,5,1,0,3,2,1,0,0
MiaNawawi,Tue May 25 14:07:11 +0000 2021,[],RT @malaysiakini: Pasir Mas MP says he is against political appointments https://t.co/zuKo9wwpBa,0,politics,96,12,7.384615384615385,7,2,2,9,2,1,0,1
daveexmachina,Tue May 25 14:07:11 +0000 2021,[],@BurnBigTexBurn hate that so many calls are political these days. what happened to calls that were just interested in a good story,1,politics,130,22,5.6521739130434785,2,0,0,6,4,4,2,1
BonitasMomToo,Tue May 25 14:07:10 +0000 2021,[],"@teacake90s @Woke_Misogyny @For_XXs_Sake I have become to believe that is the exact point. For the straights, a chance to be a part of the ""cool"" kids club and march in Pride. It also inflates the numbers of the real, relatively small community which then equals real political power.",0,politics,284,48,5.795918367346939,13,5,1,16,7,7,3,2
zuckerwatteherz,Tue May 25 14:07:09 +0000 2021,[],RT @VICE: A mob boss is causing political havoc in Turkey after he posted a series of YouTube videos outlining alleged ties between governm…,0,politics,140,24,5.6,2,2,3,11,5,1,0,1
TorbayTweets,Tue May 25 14:07:09 +0000 2021,[],"RT @13orangesbc: @Jeremy_Hunt @nadhimzahawi 1. Kids risk from 🦠 virtually zero
2. Trial gene drugs = still trialling
3. Kids risk from jabs…",0,politics,140,23,5.833333333333333,9,4,1,12,4,1,3,0
94Mark19,Tue May 25 14:07:09 +0000 2021,['Bahraini'],"RT @ADHRB: In her address, MEP Estaràs recalled the EU’s condemnation of the #Bahraini government’s abuse of the anti-terrorism laws, tortu…",0,politics,140,21,6.363636363636363,6,3,3,17,1,1,0,1
